ID,PROPERTY_ID,NUM_REVIEWS,LAST_REVIEW_DATE,AVG_REVIEWS_PER_MONTH
40,12048,214,2019-07-05 00:00:00.0000000,1.8100000000000001
41,12192,245,2019-06-21 00:00:00.0000000,2.0800000000000001
42,12299,15,2019-05-27 00:00:00.0000000,0.39000000000000001
43,12303,25,2018-09-30 00:00:00.0000000,0.23000000000000001
44,12318,81,2019-06-16 00:00:00.0000000,0.68999999999999995
45,12343,97,2019-06-13 00:00:00.0000000,0.83999999999999997
46,12627,11,2019-06-05 00:00:00.0000000,0.48999999999999999
47,12937,248,2019-07-01 00:00:00.0000000,2.25
48,12940,61,2019-05-25 00:00:00.0000000,0.52000000000000002
49,13050,11,2017-01-01 00:00:00.0000000,0.10000000000000001
50,13394,135,2019-06-17 00:00:00.0000000,1.1599999999999999
51,13808,112,2019-06-16 00:00:00.0000000,1.01
52,14287,73,2019-07-07 00:00:00.0000000,0.63
53,14290,82,2019-05-17 00:00:00.0000000,0.69999999999999996
54,14314,328,2019-06-29 00:00:00.0000000,2.8199999999999998
55,14322,19,2019-03-25 00:00:00.0000000,0.22
56,14377,105,2019-06-22 00:00:00.0000000,0.90000000000000002
57,14991,19,2019-05-18 00:00:00.0000000,0.17000000000000001
58,15220,289,2019-06-09 00:00:00.0000000,2.4900000000000002
59,15338,138,2019-06-04 00:00:00.0000000,1.1899999999999999
60,15341,21,2019-06-29 00:00:00.0000000,0.29999999999999999
61,15385,42,2019-06-30 00:00:00.0000000,0.38
62,15396,5,2018-11-03 00:00:00.0000000,0.12
63,15711,66,2019-03-30 00:00:00.0000000,0.56999999999999995
64,16326,143,2019-01-26 00:00:00.0000000,1.3300000000000001
65,16338,27,2017-09-30 00:00:00.0000000,0.23000000000000001
66,16421,191,2019-05-16 00:00:00.0000000,1.6499999999999999
67,16458,4,2017-09-24 00:00:00.0000000,0.16
68,16580,338,2019-07-01 00:00:00.0000000,4.7199999999999998
69,16595,148,2019-06-23 00:00:00.0000000,1.3999999999999999
70,16821,106,2019-06-21 00:00:00.0000000,1.26
71,16974,190,2019-06-23 00:00:00.0000000,1.6399999999999999
72,17037,49,2018-05-14 00:00:00.0000000,0.42999999999999999
73,17092,23,2019-06-01 00:00:00.0000000,0.42999999999999999
74,17693,49,2019-06-18 00:00:00.0000000,1.6000000000000001
75,17747,105,2019-06-26 00:00:00.0000000,0.92000000000000004
76,18127,21,2019-01-02 00:00:00.0000000,0.20000000000000001
77,18152,142,2019-07-06 00:00:00.0000000,1.5
78,18198,25,2019-05-31 00:00:00.0000000,0.22
79,18590,143,2019-06-16 00:00:00.0000000,1.28
80,18728,167,2019-05-28 00:00:00.0000000,1.6499999999999999
81,18764,61,2019-04-22 00:00:00.0000000,0.54000000000000004
82,19159,54,2019-03-23 00:00:00.0000000,0.48999999999999999
83,19169,70,2019-06-30 00:00:00.0000000,0.62
84,19282,16,2019-06-15 00:00:00.0000000,0.14999999999999999
85,19319,94,2019-04-08 00:00:00.0000000,0.83999999999999997
86,19601,25,2016-08-04 00:00:00.0000000,0.23999999999999999
87,19812,61,2018-08-09 00:00:00.0000000,0.53000000000000003
88,20299,194,2019-06-30 00:00:00.0000000,1.73
89,20300,2,2016-02-14 00:00:00.0000000,5.0000000000000003E-2
90,20611,174,2019-06-22 00:00:00.0000000,1.54
91,20724,24,2019-05-26 00:00:00.0000000,0.28000000000000003
92,20734,166,2019-06-27 00:00:00.0000000,3.3999999999999999
93,20755,16,2019-05-31 00:00:00.0000000,0.20000000000000001
94,20853,21,2019-05-21 00:00:00.0000000,0.29999999999999999
95,20913,168,2018-07-22 00:00:00.0000000,1.5700000000000001
96,21293,118,2019-06-18 00:00:00.0000000,1.05
97,21456,81,2019-07-07 00:00:00.0000000,0.70999999999999996
98,21644,1,2018-10-09 00:00:00.0000000,0.11
99,21794,30,2019-05-01 00:00:00.0000000,0.27000000000000002
100,22911,139,2018-10-28 00:00:00.0000000,1.23
101,22918,11,2019-01-03 00:00:00.0000000,0.87
102,23135,233,2019-06-24 00:00:00.0000000,2.0899999999999999
103,23501,68,2012-11-01 00:00:00.0000000,0.59999999999999998
104,23686,46,2019-05-18 00:00:00.0000000,0.55000000000000004
105,24143,335,2019-05-29 00:00:00.0000000,3.02
106,24285,88,2018-11-02 00:00:00.0000000,0.79000000000000004
107,25235,162,2019-06-28 00:00:00.0000000,1.46
108,25406,29,2018-05-26 00:00:00.0000000,0.40000000000000002
109,25696,170,2019-06-23 00:00:00.0000000,1.6100000000000001
110,26012,19,2017-03-17 00:00:00.0000000,0.20000000000000001
111,26362,334,2019-06-16 00:00:00.0000000,3
112,26520,19,2019-06-02 00:00:00.0000000,0.20000000000000001
113,26559,12,2017-12-11 00:00:00.0000000,0.13
114,26785,467,2018-12-30 00:00:00.0000000,4.2199999999999998
115,26933,7,2017-08-09 00:00:00.0000000,5.9999999999999998E-2
116,26954,38,2015-12-02 00:00:00.0000000,0.38
117,26969,324,2019-06-23 00:00:00.0000000,3.0099999999999998
118,27006,27,2019-04-27 00:00:00.0000000,0.27000000000000002
119,27385,115,2019-06-07 00:00:00.0000000,1.05
120,27531,354,2019-05-20 00:00:00.0000000,3.2000000000000002
121,27644,195,2019-07-01 00:00:00.0000000,2.0299999999999998
122,27659,16,2018-12-30 00:00:00.0000000,0.23999999999999999
123,27759,13,2019-06-26 00:00:00.0000000,0.12
124,27883,25,2011-12-10 00:00:00.0000000,0.23000000000000001
125,28321,9,2018-10-05 00:00:00.0000000,8.0000000000000002E-2
126,28396,9,2011-09-18 00:00:00.0000000,8.0000000000000002E-2
127,28907,21,2017-08-15 00:00:00.0000000,0.19
128,29012,36,2017-08-17 00:00:00.0000000,0.33000000000000002
129,29013,63,2019-05-14 00:00:00.0000000,0.57999999999999996
130,29455,155,2019-06-20 00:00:00.0000000,1.4199999999999999
131,29628,260,2019-07-03 00:00:00.0000000,2.3500000000000001
132,29683,73,2019-06-25 00:00:00.0000000,0.66000000000000003
133,30031,193,2019-05-20 00:00:00.0000000,1.8600000000000001
134,30927,32,2019-06-14 00:00:00.0000000,0.28999999999999998
135,31130,50,2019-05-26 00:00:00.0000000,0.45000000000000001
136,31555,26,2019-07-01 00:00:00.0000000,0.25
137,31902,2,2019-01-01 00:00:00.0000000,0.02
138,31994,426,2019-06-24 00:00:00.0000000,3.8900000000000001
139,32023,227,2019-06-23 00:00:00.0000000,2.0899999999999999
140,32037,84,2019-07-01 00:00:00.0000000,0.77000000000000002
141,32100,3,2017-07-30 00:00:00.0000000,2.9999999999999999E-2
142,32289,10,2018-06-11 00:00:00.0000000,0.10000000000000001
143,32331,4,2016-04-24 00:00:00.0000000,4.0000000000000001E-2
144,32363,1,2011-09-19 00:00:00.0000000,0.01
145,32965,124,2019-06-20 00:00:00.0000000,1.72
146,32969,11,2019-07-02 00:00:00.0000000,0.11
147,33009,240,2019-06-17 00:00:00.0000000,2.1899999999999999
148,33014,30,2019-06-17 00:00:00.0000000,0.28000000000000003
149,33223,200,2019-06-22 00:00:00.0000000,1.8600000000000001
150,34760,27,2019-06-29 00:00:00.0000000,1.05
151,35526,79,2019-06-22 00:00:00.0000000,0.73999999999999999
152,36121,9,2013-05-10 00:00:00.0000000,8.9999999999999997E-2
153,36133,155,2019-06-13 00:00:00.0000000,1.6100000000000001
154,36442,4,2018-08-27 00:00:00.0000000,5.0000000000000003E-2
155,36647,34,2017-05-29 00:00:00.0000000,0.32000000000000001
156,36703,134,2019-03-31 00:00:00.0000000,1.24
157,36934,27,2018-12-27 00:00:00.0000000,0.25
158,38638,126,2019-06-26 00:00:00.0000000,1.1599999999999999
159,38663,23,2018-12-31 00:00:00.0000000,0.27000000000000002
160,39267,234,2019-06-08 00:00:00.0000000,2.6000000000000001
161,39282,202,2019-05-28 00:00:00.0000000,1.8600000000000001
162,39593,28,2019-04-12 00:00:00.0000000,0.26000000000000001
163,39704,309,2019-06-22 00:00:00.0000000,2.8599999999999999
164,40039,14,2011-04-25 00:00:00.0000000,0.13
165,40453,4,2016-09-23 00:00:00.0000000,8.0000000000000002E-2
166,41348,80,2019-07-06 00:00:00.0000000,2.1699999999999999
167,41513,2,2015-11-02 00:00:00.0000000,4.0000000000000001E-2
168,42580,294,2019-06-24 00:00:00.0000000,3.4700000000000002
169,42729,150,2019-06-18 00:00:00.0000000,1.3999999999999999
170,42882,166,2019-06-13 00:00:00.0000000,1.6599999999999999
171,43957,47,2019-06-19 00:00:00.0000000,0.93999999999999995
172,44096,219,2019-07-04 00:00:00.0000000,2.04
173,44161,193,2016-07-06 00:00:00.0000000,1.78
174,44212,84,2019-06-23 00:00:00.0000000,0.78000000000000003
175,44221,114,2019-06-20 00:00:00.0000000,1.0600000000000001
176,44229,213,2019-06-24 00:00:00.0000000,2
177,44288,86,2019-06-01 00:00:00.0000000,0.80000000000000004
178,44506,80,2019-05-26 00:00:00.0000000,0.75
179,45393,38,2016-04-20 00:00:00.0000000,0.35999999999999999
180,45542,18,2018-12-17 00:00:00.0000000,1.79
181,45556,206,2019-06-30 00:00:00.0000000,1.9199999999999999
182,45910,10,2019-05-12 00:00:00.0000000,0.11
183,45936,122,2019-05-14 00:00:00.0000000,1.1799999999999999
184,45940,33,2019-04-08 00:00:00.0000000,0.57999999999999996
185,46544,52,2019-06-05 00:00:00.0000000,0.5
186,46723,126,2019-05-19 00:00:00.0000000,1.1699999999999999
187,46911,51,2019-06-24 00:00:00.0000000,0.47999999999999998
188,47199,199,2019-06-24 00:00:00.0000000,1.8500000000000001
189,47362,30,2012-09-03 00:00:00.0000000,0.28999999999999998
190,47370,3,2015-07-17 00:00:00.0000000,2.9999999999999999E-2
191,47926,41,2019-06-26 00:00:00.0000000,0.38
192,48719,109,2019-06-15 00:00:00.0000000,1.04
193,50447,151,2019-06-22 00:00:00.0000000,1.4299999999999999
194,51438,0,,
195,51485,285,2019-06-22 00:00:00.0000000,2.6899999999999999
196,51572,375,2019-06-18 00:00:00.0000000,3.52
197,51850,52,2019-05-20 00:00:00.0000000,0.48999999999999999
198,53137,10,2019-07-01 00:00:00.0000000,1.01
199,53196,11,2017-11-13 00:00:00.0000000,0.47999999999999998
200,53469,33,2015-05-09 00:00:00.0000000,0.31
201,53470,6,2015-10-08 00:00:00.0000000,5.9999999999999998E-2
202,53477,38,2019-04-27 00:00:00.0000000,0.38
203,54158,358,2019-06-20 00:00:00.0000000,3.4399999999999999
204,54453,10,2014-01-07 00:00:00.0000000,8.9999999999999997E-2
205,54466,0,,
206,54508,226,2019-06-06 00:00:00.0000000,2.1200000000000001
207,54544,104,2019-06-22 00:00:00.0000000,1
208,54626,138,2019-06-30 00:00:00.0000000,1.45
209,54860,204,2019-06-23 00:00:00.0000000,1.9199999999999999
210,55467,253,2019-07-02 00:00:00.0000000,3.04
211,55498,23,2019-07-01 00:00:00.0000000,0.22
212,55668,115,2018-12-05 00:00:00.0000000,1.1699999999999999
213,55737,129,2019-05-19 00:00:00.0000000,1.22
214,55959,82,2019-06-10 00:00:00.0000000,1.1299999999999999
215,55982,37,2018-12-31 00:00:00.0000000,0.34999999999999998
216,56467,204,2019-07-01 00:00:00.0000000,2.04
217,56525,69,2019-06-13 00:00:00.0000000,0.65000000000000002
218,56859,192,2019-06-03 00:00:00.0000000,1.8400000000000001
219,57166,17,2019-06-17 00:00:00.0000000,0.16
220,57297,222,2019-06-24 00:00:00.0000000,2.1200000000000001
221,57468,205,2019-06-23 00:00:00.0000000,1.96
222,57618,94,2019-06-09 00:00:00.0000000,0.95999999999999996
223,57740,7,2019-05-24 00:00:00.0000000,7.0000000000000007E-2
224,57754,108,2019-06-30 00:00:00.0000000,1.0900000000000001
225,57874,222,2019-06-26 00:00:00.0000000,2.1000000000000001
226,58059,458,2019-07-03 00:00:00.0000000,4.5800000000000001
227,58062,21,2019-05-17 00:00:00.0000000,0.26000000000000001
228,58467,17,2019-05-08 00:00:00.0000000,0.29999999999999999
229,59014,41,2019-01-02 00:00:00.0000000,0.39000000000000001
230,59121,1,2012-09-17 00:00:00.0000000,0.01
231,59642,69,2019-05-19 00:00:00.0000000,0.67000000000000004
232,59709,18,2019-07-01 00:00:00.0000000,0.17999999999999999
233,59855,82,2016-01-05 00:00:00.0000000,0.78000000000000003
234,60164,94,2019-06-23 00:00:00.0000000,0.98999999999999999
235,60457,10,2019-05-11 00:00:00.0000000,0.10000000000000001
236,60611,183,2018-09-29 00:00:00.0000000,1.8300000000000001
237,60666,189,2019-06-11 00:00:00.0000000,1.8200000000000001
238,60673,1,2018-10-07 00:00:00.0000000,0.11
239,60680,127,2019-06-20 00:00:00.0000000,1.22
240,60794,4,2017-08-25 00:00:00.0000000,4.0000000000000001E-2
241,60948,135,2019-06-20 00:00:00.0000000,1.3
242,61167,21,2015-12-12 00:00:00.0000000,0.20000000000000001
243,61224,35,2017-07-27 00:00:00.0000000,0.34000000000000002
244,61406,10,2019-06-01 00:00:00.0000000,2.21
245,61492,171,2019-06-23 00:00:00.0000000,1.8
246,61509,92,2019-04-30 00:00:00.0000000,0.90000000000000002
247,62095,238,2019-06-14 00:00:00.0000000,2.2999999999999998
248,62427,56,2019-05-26 00:00:00.0000000,0.57999999999999996
249,62430,111,2019-06-22 00:00:00.0000000,2.1299999999999999
250,62452,193,2019-06-25 00:00:00.0000000,1.8500000000000001
251,62461,147,2019-06-10 00:00:00.0000000,1.4399999999999999
252,62787,177,2019-07-02 00:00:00.0000000,1.71
253,62891,185,2019-05-24 00:00:00.0000000,1.78
254,62903,62,2019-06-21 00:00:00.0000000,0.69999999999999996
255,62925,124,2019-06-16 00:00:00.0000000,1.22
256,63299,181,2019-06-23 00:00:00.0000000,1.77
257,63320,333,2019-07-02 00:00:00.0000000,3.1899999999999999
258,63360,441,2019-06-24 00:00:00.0000000,4.5
259,63546,45,2019-05-16 00:00:00.0000000,0.46000000000000002
260,63573,9,2016-08-29 00:00:00.0000000,8.9999999999999997E-2
261,63588,0,,
262,63610,38,2019-06-27 00:00:00.0000000,0.5
263,63657,248,2019-06-25 00:00:00.0000000,2.3900000000000001
264,63693,143,2019-06-19 00:00:00.0000000,1.3799999999999999
265,63719,36,2018-08-19 00:00:00.0000000,0.40999999999999998
266,63913,0,,
267,64000,14,2019-01-07 00:00:00.0000000,0.14000000000000001
268,64015,0,,
269,64107,279,2019-06-24 00:00:00.0000000,2.6899999999999999
270,64277,18,2019-01-02 00:00:00.0000000,0.22
271,64314,50,2019-05-26 00:00:00.0000000,3.5499999999999998
272,64365,227,2019-06-27 00:00:00.0000000,2.27
273,64707,1,2019-01-02 00:00:00.0000000,0.16
274,64837,203,2019-06-23 00:00:00.0000000,1.96
275,65019,210,2019-07-06 00:00:00.0000000,2.1000000000000001
276,65268,64,2019-01-05 00:00:00.0000000,0.67000000000000004
277,65556,0,,
278,65562,5,2019-01-03 00:00:00.0000000,0.14999999999999999
279,65615,49,2019-06-29 00:00:00.0000000,0.47999999999999998
280,65660,132,2019-07-07 00:00:00.0000000,1.27
281,65813,20,2019-01-02 00:00:00.0000000,0.26000000000000001
282,65834,11,2013-05-02 00:00:00.0000000,0.11
283,66008,51,2019-07-01 00:00:00.0000000,0.56999999999999995
284,66026,15,2019-06-30 00:00:00.0000000,0.14999999999999999
285,66251,67,2019-06-25 00:00:00.0000000,1.3100000000000001
286,66275,109,2019-06-23 00:00:00.0000000,1.1100000000000001
287,66451,9,2019-02-16 00:00:00.0000000,0.11
288,66718,187,2019-06-23 00:00:00.0000000,1.8700000000000001
289,66741,214,2019-06-23 00:00:00.0000000,2.0800000000000001
290,66974,69,2019-07-01 00:00:00.0000000,0.79000000000000004
291,67288,22,2019-06-15 00:00:00.0000000,0.26000000000000001
292,67299,56,2019-05-06 00:00:00.0000000,0.56000000000000005
293,67397,93,2019-06-22 00:00:00.0000000,0.93000000000000005
294,68099,104,2019-06-25 00:00:00.0000000,1.05
295,68305,64,2018-07-06 00:00:00.0000000,0.68000000000000005
296,68403,127,2019-06-24 00:00:00.0000000,1.25
297,68735,30,2019-06-13 00:00:00.0000000,0.32000000000000001
298,68765,106,2019-06-27 00:00:00.0000000,1.3400000000000001
299,68900,6,2016-11-13 00:00:00.0000000,0.10000000000000001
300,68974,191,2019-06-20 00:00:00.0000000,1.8799999999999999
301,69894,48,2019-06-11 00:00:00.0000000,0.55000000000000004
302,69921,47,2019-06-29 00:00:00.0000000,0.48999999999999999
303,70095,120,2019-06-30 00:00:00.0000000,1.27
304,70128,52,2019-01-10 00:00:00.0000000,0.63
305,70609,48,2019-06-16 00:00:00.0000000,0.47999999999999998
306,71010,32,2019-05-24 00:00:00.0000000,0.42999999999999999
307,71248,43,2019-06-17 00:00:00.0000000,0.41999999999999998
308,71366,39,2019-06-25 00:00:00.0000000,0.44
309,71384,50,2014-05-13 00:00:00.0000000,0.5
310,71812,4,2019-01-02 00:00:00.0000000,0.34999999999999998
311,72190,38,2019-02-15 00:00:00.0000000,0.39000000000000001
312,72265,29,2019-06-16 00:00:00.0000000,0.35999999999999999
313,74073,59,2019-06-23 00:00:00.0000000,0.59999999999999998
314,74240,68,2019-06-07 00:00:00.0000000,0.67000000000000004
315,74333,26,2015-11-25 00:00:00.0000000,0.27000000000000002
316,74404,31,2012-08-22 00:00:00.0000000,0.31
317,74680,198,2019-05-31 00:00:00.0000000,2.0099999999999998
318,74860,1,2011-03-28 00:00:00.0000000,0.01
319,75193,220,2019-06-22 00:00:00.0000000,2.1699999999999999
320,75635,286,2019-06-27 00:00:00.0000000,2.8100000000000001
321,76761,398,2019-06-28 00:00:00.0000000,3.9700000000000002
322,77765,36,2019-07-01 00:00:00.0000000,0.35999999999999999
323,77936,36,2019-06-14 00:00:00.0000000,0.35999999999999999
324,78919,6,2016-02-05 00:00:00.0000000,0.10000000000000001
325,79067,14,2019-04-20 00:00:00.0000000,0.29999999999999999
326,79782,76,2019-03-31 00:00:00.0000000,0.76000000000000001
327,80493,182,2019-07-04 00:00:00.0000000,1.8100000000000001
328,80684,8,2016-03-27 00:00:00.0000000,8.9999999999999997E-2
329,80700,7,2019-05-24 00:00:00.0000000,7.0000000000000007E-2
330,80924,34,2018-09-25 00:00:00.0000000,0.51000000000000001
331,81739,2,2011-05-12 00:00:00.0000000,0.02
332,82549,66,2016-09-16 00:00:00.0000000,0.68000000000000005
333,82550,80,2019-06-30 00:00:00.0000000,0.84999999999999998
334,82638,240,2019-06-06 00:00:00.0000000,2.3999999999999999
335,82928,46,2019-07-02 00:00:00.0000000,1.0700000000000001
336,83243,228,2019-06-10 00:00:00.0000000,2.27
337,83446,5,2018-09-03 00:00:00.0000000,5.0000000000000003E-2
338,83722,8,2018-08-26 00:00:00.0000000,0.11
339,83847,33,2019-01-02 00:00:00.0000000,0.33000000000000002
340,84010,13,2019-06-27 00:00:00.0000000,0.14000000000000001
341,84059,5,2018-07-22 00:00:00.0000000,5.0000000000000003E-2
342,84659,388,2019-06-26 00:00:00.0000000,3.8799999999999999
343,84905,223,2019-06-23 00:00:00.0000000,2.2200000000000002
344,85094,11,2019-01-14 00:00:00.0000000,0.11
345,86215,151,2019-06-24 00:00:00.0000000,1.51
346,89427,0,,
347,89621,218,2019-06-28 00:00:00.0000000,2.2599999999999998
348,93313,75,2019-06-23 00:00:00.0000000,0.76000000000000001
349,94035,42,2019-07-06 00:00:00.0000000,1.21
350,94209,0,,
351,94477,370,2019-07-05 00:00:00.0000000,3.7400000000000002
352,94783,104,2019-06-21 00:00:00.0000000,1.04
353,95747,13,2016-07-18 00:00:00.0000000,0.13
354,95883,4,2018-12-26 00:00:00.0000000,7.0000000000000007E-2
355,96471,11,2019-06-07 00:00:00.0000000,0.11
356,98330,1,2012-01-03 00:00:00.0000000,0.01
357,98663,19,2018-06-11 00:00:00.0000000,0.19
358,99070,131,2019-05-26 00:00:00.0000000,1.3100000000000001
359,99085,15,2019-05-01 00:00:00.0000000,0.14999999999999999
360,100002,136,2019-06-17 00:00:00.0000000,1.3700000000000001
361,100184,43,2019-07-08 00:00:00.0000000,0.45000000000000001
362,100186,98,2019-06-28 00:00:00.0000000,0.98999999999999999
363,101053,31,2019-03-01 00:00:00.0000000,0.31
364,102995,45,2018-01-01 00:00:00.0000000,0.46000000000000002
365,103161,124,2019-06-26 00:00:00.0000000,1.76
366,103311,9,2018-05-19 00:00:00.0000000,8.9999999999999997E-2
367,103806,166,2019-05-27 00:00:00.0000000,1.6799999999999999
368,105469,13,2015-09-21 00:00:00.0000000,0.13
369,105510,15,2019-01-05 00:00:00.0000000,0.16
370,106363,380,2019-06-26 00:00:00.0000000,3.8300000000000001
371,106647,86,2019-06-16 00:00:00.0000000,0.87
372,107630,248,2019-06-20 00:00:00.0000000,2.5299999999999998
373,107895,49,2019-06-19 00:00:00.0000000,0.56000000000000005
374,110739,54,2019-07-03 00:00:00.0000000,0.56999999999999995
375,112100,3,2013-01-01 00:00:00.0000000,2.9999999999999999E-2
376,112304,1,2016-01-02 00:00:00.0000000,0.02
377,112359,56,2018-12-28 00:00:00.0000000,0.56999999999999995
378,112435,163,2019-05-24 00:00:00.0000000,1.6599999999999999
379,113265,247,2019-06-21 00:00:00.0000000,2.5099999999999998
380,113945,116,2019-05-11 00:00:00.0000000,1.1699999999999999
381,114123,27,2019-05-19 00:00:00.0000000,0.28000000000000003
382,114229,52,2019-06-08 00:00:00.0000000,0.59999999999999998
383,114969,39,2018-09-24 00:00:00.0000000,0.40000000000000002
384,115535,35,2019-06-01 00:00:00.0000000,0.34999999999999998
385,115678,320,2019-06-23 00:00:00.0000000,3.23
386,115748,30,2019-06-16 00:00:00.0000000,0.32000000000000001
387,116940,225,2019-06-24 00:00:00.0000000,2.27
388,117425,95,2018-05-26 00:00:00.0000000,0.95999999999999996
389,118061,70,2019-06-28 00:00:00.0000000,0.75
390,118430,35,2019-01-03 00:00:00.0000000,0.35999999999999999
391,118680,0,,
392,120362,50,2019-07-02 00:00:00.0000000,0.51000000000000001
393,121687,29,2019-06-23 00:00:00.0000000,0.31
394,121861,23,2016-05-02 00:00:00.0000000,0.23000000000000001
395,123784,142,2019-06-16 00:00:00.0000000,1.4399999999999999
396,125053,70,2019-07-01 00:00:00.0000000,0.72999999999999998
397,125163,38,2019-06-03 00:00:00.0000000,0.54000000000000004
398,125594,82,2019-05-19 00:00:00.0000000,0.93999999999999995
399,126443,403,2019-07-07 00:00:00.0000000,4.0999999999999996
400,126816,3,2014-11-06 00:00:00.0000000,2.9999999999999999E-2
401,127387,3,2014-08-04 00:00:00.0000000,2.9999999999999999E-2
402,128975,116,2019-06-13 00:00:00.0000000,1.1799999999999999
403,131154,175,2019-07-07 00:00:00.0000000,1.79
404,132516,28,2019-07-01 00:00:00.0000000,1.21
405,132570,24,2017-12-26 00:00:00.0000000,0.25
406,132695,15,2016-06-06 00:00:00.0000000,0.14999999999999999
407,133025,105,2019-06-06 00:00:00.0000000,1.0700000000000001
408,134934,22,2019-05-30 00:00:00.0000000,0.38
409,135393,263,2019-06-24 00:00:00.0000000,2.6899999999999999
410,135465,86,2019-06-20 00:00:00.0000000,0.91000000000000003
411,135706,10,2017-01-01 00:00:00.0000000,0.10000000000000001
412,136493,18,2019-05-27 00:00:00.0000000,0.20999999999999999
413,138216,8,2018-07-08 00:00:00.0000000,0.20999999999999999
414,139624,70,2019-01-31 00:00:00.0000000,0.72999999999999998
415,140133,150,2019-07-05 00:00:00.0000000,1.55
416,140425,115,2017-05-25 00:00:00.0000000,1.1799999999999999
417,140973,69,2019-05-26 00:00:00.0000000,0.70999999999999996
418,141154,232,2019-06-22 00:00:00.0000000,2.4100000000000001
419,141335,35,2018-01-13 00:00:00.0000000,0.40999999999999998
420,141890,18,2013-10-01 00:00:00.0000000,0.20999999999999999
421,141984,68,2019-06-10 00:00:00.0000000,0.68999999999999995
422,142069,22,2014-11-10 00:00:00.0000000,0.23000000000000001
423,144087,17,2019-05-18 00:00:00.0000000,0.17000000000000001
424,144148,34,2016-01-05 00:00:00.0000000,0.57999999999999996
425,145064,8,2014-06-06 00:00:00.0000000,8.0000000000000002E-2
426,145188,0,,
427,145994,2,2018-07-06 00:00:00.0000000,8.0000000000000002E-2
428,146754,52,2019-04-27 00:00:00.0000000,0.71999999999999997
429,147586,74,2019-06-16 00:00:00.0000000,0.76000000000000001
430,148201,18,2013-05-31 00:00:00.0000000,0.19
431,148259,72,2019-05-11 00:00:00.0000000,0.85999999999999999
432,148825,191,2019-06-29 00:00:00.0000000,2.1800000000000002
433,149287,0,,
434,149777,197,2019-06-23 00:00:00.0000000,2.4900000000000002
435,150804,19,2019-07-06 00:00:00.0000000,0.20000000000000001
436,151199,414,2019-07-03 00:00:00.0000000,4.3399999999999999
437,151478,8,2018-12-11 00:00:00.0000000,8.9999999999999997E-2
438,152071,0,,
439,152078,25,2019-02-12 00:00:00.0000000,0.29999999999999999
440,152259,119,2019-05-28 00:00:00.0000000,1.22
441,152263,203,2019-07-06 00:00:00.0000000,2.1400000000000001
442,152520,53,2018-11-16 00:00:00.0000000,0.55000000000000004
443,153405,104,2019-06-16 00:00:00.0000000,1.0900000000000001
444,153780,175,2019-06-28 00:00:00.0000000,1.8
445,154934,38,2018-05-08 00:00:00.0000000,0.41999999999999998
446,155296,39,2019-05-02 00:00:00.0000000,0.5
447,157673,88,2019-06-16 00:00:00.0000000,0.91000000000000003
448,158061,27,2017-10-08 00:00:00.0000000,0.28000000000000003
449,158176,117,2019-06-29 00:00:00.0000000,1.28
